order_id,order_date,customer_id,region,category,product,quantity,unit_price,revenue,cost,profit,customer_feedback
ORD00560,2025-03-09,CUST0228,West,Apparel,T-Shirt,2,36.38,72.76,36.89,35.87,"Superb build quality, exceeded my expectations."
ORD00844,2025-03-09,CUST0311,North,Beauty,Perfume,4,197.91,791.64,392.39,399.25,"It's an average product, nothing special."
ORD01400,2025-03-11,CUST0219,West,Beauty,Perfume,3,320.2,960.6,591.98,368.62,"Delivery was on time, product is fine."
ORD00647,2025-03-12,CUST0138,Central,Apparel,Hoodie,1,142.86,142.86,96.87,45.99,"The product is okay, does what it says."
ORD00346,2025-03-12,CUST0182,North,Beauty,Perfume,3,394.78,1184.34,746.53,437.81,"Poor quality, would not recommend this to anyone."
ORD00379,2025-03-13,CUST0292,West,Electronics,Laptop Stand,4,277.34,1109.36,825.93,283.43,"Superb build quality, exceeded my expectations."
ORD01288,2025-03-13,CUST0244,West,Sports,Running Shoes,4,162.45,649.8,354.93,294.87,"The product is okay, does what it says."
ORD00133,2025-03-13,CUST0221,West,Beauty,Perfume,3,89.22,267.66,122.12,145.54,"The product is okay, does what it says."
ORD01407,2025-03-14,CUST0078,Central,Home & Kitchen,Air Fryer,5,161.09,805.45,576.18,229.27,Decent quality for the price point.
ORD00706,2025-03-14,CUST0323,East,Electronics,Bluetooth Speaker,1,95.64,95.64,61.63,34.01,"Very satisfied with the purchase, five stars."
ORD00812,2025-03-15,CUST0029,East,Apparel,T-Shirt,2,298.19,596.38,293.11,303.27,"Superb build quality, exceeded my expectations."
ORD00253,2025-03-15,CUST0136,North,Electronics,Smartwatch,4,62.93,251.72,138.86,112.86,"Very disappointed, the product broke in a week."
ORD00632,2025-03-15,CUST0233,South,Beauty,Hair Dryer,3,367.7,1103.1,614.79,488.31,"Amazing experience, customer service was fantastic."
ORD00309,2025-03-16,CUST0090,West,Apparel,Hoodie,1,127.19,127.19,77.49,49.7,"Delivery was on time, product is fine."
ORD00422,2025-03-16,CUST0171,Central,Apparel,T-Shirt,5,32.27,161.35,103.91,57.44,"I absolutely love this product, works perfectly!"
ORD00595,2025-03-16,CUST0364,South,Sports,Dumbbell Set,2,35.89,71.78,47.94,23.84,"Very satisfied with the purchase, five stars."
ORD00373,2025-03-17,CUST0354,South,Apparel,T-Shirt,1,319.4,319.4,194.75,124.65,"I absolutely love this product, works perfectly!"
ORD01381,2025-03-17,CUST0232,Central,Beauty,Lipstick,1,418.8,418.8,227.26,191.54,"Great quality and fast delivery, highly recommend."
ORD00598,2025-03-18,CUST0002,North,Sports,Yoga Mat,2,173.88,347.76,210.67,137.09,"Amazing experience, customer service was fantastic."
ORD00101,2025-03-18,CUST0380,Central,Beauty,Hair Dryer,3,452.82,1358.46,1014.44,344.02,Decent quality for the price point.
ORD00911,2025-03-18,CUST0381,Central,Electronics,Bluetooth Speaker,3,460.74,1382.22,644.87,737.35,"Poor quality, would not recommend this to anyone."
ORD01039,2025-03-18,CUST0049,Central,Home & Kitchen,Blender,2,342.98,685.96,322.49,363.47,"Delivery was on time, product is fine."
ORD00457,2025-03-20,CUST0237,North,Sports,Dumbbell Set,1,400.63,400.63,267.33,133.3,"It's an average product, nothing special."
ORD01443,2025-03-20,CUST0092,North,Sports,Cycling Helmet,4,436.35,1745.4,1088.57,656.83,"Amazing experience, customer service was fantastic."
ORD00100,2025-03-21,CUST0193,Central,Electronics,Laptop Stand,1,201.9,201.9,98.39,103.51,Bad customer support and low quality product.
ORD00115,2025-03-22,CUST0242,West,Sports,Cycling Helmet,3,91.53,274.59,187.08,87.51,"It's an average product, nothing special."
ORD00919,2025-03-23,CUST0227,West,Electronics,Bluetooth Speaker,1,343.71,343.71,193.12,150.59,"Great quality and fast delivery, highly recommend."
ORD01279,2025-03-23,CUST0050,North,Home & Kitchen,Blender,1,74.78,74.78,49.67,25.11,"I absolutely love this product, works perfectly!"
ORD00539,2025-03-23,CUST0157,West,Beauty,Hair Dryer,2,393.13,786.26,534.47,251.79,"It's an average product, nothing special."
ORD00395,2025-03-23,CUST0068,South,Home & Kitchen,Air Fryer,5,380.8,1904.0,1109.44,794.56,"Delivery was on time, product is fine."
ORD01189,2025-03-23,CUST0332,Central,Electronics,Bluetooth Speaker,2,62.18,124.36,74.31,50.05,Decent quality for the price point.
ORD00225,2025-03-24,CUST0138,West,Sports,Running Shoes,1,108.67,108.67,57.33,51.34,"Amazing experience, customer service was fantastic."
ORD01146,2025-03-24,CUST0343,Central,Sports,Yoga Mat,4,87.12,348.48,226.96,121.52,"It's an average product, nothing special."
ORD01092,2025-03-25,CUST0221,East,Electronics,Laptop Stand,5,220.51,1102.55,679.5,423.05,"Very satisfied with the purchase, five stars."
ORD01421,2025-03-25,CUST0190,Central,Home & Kitchen,Blender,3,116.56,349.68,254.79,94.89,"Great quality and fast delivery, highly recommend."
ORD00359,2025-03-26,CUST0319,East,Sports,Running Shoes,3,312.22,936.66,630.25,306.41,"It's an average product, nothing special."
ORD01109,2025-03-27,CUST0136,East,Sports,Running Shoes,4,132.78,531.12,302.38,228.74,"Superb build quality, exceeded my expectations."
ORD00380,2025-03-27,CUST0221,Central,Sports,Cycling Helmet,3,44.3,132.9,88.88,44.02,"Delivery was on time, product is fine."
ORD01252,2025-03-27,CUST0280,South,Beauty,Face Serum,4,207.42,829.68,606.14,223.54,"Very satisfied with the purchase, five stars."
ORD00106,2025-03-28,CUST0332,East,Electronics,Smartwatch,1,171.24,171.24,124.92,46.32,"It's an average product, nothing special."
ORD00956,2025-03-28,CUST0096,North,Electronics,Wireless Earbuds,2,69.42,138.84,67.22,71.62,"I absolutely love this product, works perfectly!"
ORD00436,2025-03-30,CUST0377,West,Electronics,Wireless Earbuds,1,32.17,32.17,16.58,15.59,"Excellent value for money, will buy again."
ORD00514,2025-03-30,CUST0009,Central,Home & Kitchen,Vacuum Cleaner,5,65.63,328.15,238.0,90.15,"It's an average product, nothing special."
ORD00872,2025-03-31,CUST0056,East,Electronics,Laptop Stand,2,362.98,725.96,423.48,302.48,"Very satisfied with the purchase, five stars."
ORD01093,2025-03-31,CUST0363,Central,Sports,Yoga Mat,1,389.09,389.09,228.27,160.82,Decent quality for the price point.
ORD00741,2025-03-31,CUST0234,South,Home & Kitchen,Blender,4,474.45,1897.8,1001.22,896.58,"Great quality and fast delivery, highly recommend."
ORD01399,2025-03-31,CUST0215,West,Sports,Yoga Mat,2,481.85,963.7,617.2,346.5,"Poor quality, would not recommend this to anyone."
ORD00313,2025-03-31,CUST0248,West,Electronics,Bluetooth Speaker,1,479.39,479.39,291.9,187.49,"Superb build quality, exceeded my expectations."
ORD00586,2025-04-01,CUST0025,Central,Electronics,Wireless Earbuds,2,295.88,591.76,348.7,243.06,Decent quality for the price point.
ORD00853,2025-04-01,CUST0294,Central,Apparel,Sneakers,1,484.19,484.19,264.59,219.6,"Poor quality, would not recommend this to anyone."
ORD00319,2025-04-01,CUST0081,North,Home & Kitchen,Cookware Set,4,286.89,1147.56,782.05,365.51,"I absolutely love this product, works perfectly!"
ORD00910,2025-04-02,CUST0121,West,Electronics,Bluetooth Speaker,5,124.19,620.95,386.29,234.66,"Terrible experience, delivery was late and item was damaged."
ORD01049,2025-04-02,CUST0231,North,Sports,Dumbbell Set,2,118.53,237.06,109.15,127.91,"Very satisfied with the purchase, five stars."
ORD01410,2025-04-02,CUST0210,South,Apparel,T-Shirt,3,420.79,1262.37,778.44,483.93,Decent quality for the price point.
ORD01137,2025-04-03,CUST0070,Central,Sports,Yoga Mat,3,340.26,1020.78,625.18,395.6,"Terrible experience, delivery was late and item was damaged."
ORD00201,2025-04-05,CUST0003,Central,Electronics,Laptop Stand,3,84.27,252.81,120.88,131.93,"The product is okay, does what it says."
ORD00118,2025-04-05,CUST0099,Central,Sports,Yoga Mat,1,90.18,90.18,62.08,28.1,Decent quality for the price point.
ORD01385,2025-04-07,CUST0078,East,Home & Kitchen,Air Fryer,3,138.35,415.05,272.54,142.51,"Very disappointed, the product broke in a week."
ORD00244,2025-04-07,CUST0265,West,Electronics,Smartwatch,1,239.7,239.7,129.53,110.17,"Delivery was on time, product is fine."
ORD00112,2025-04-07,CUST0206,South,Sports,Dumbbell Set,5,136.76,683.8,347.33,336.47,"Excellent value for money, will buy again."
ORD00570,2025-04-08,CUST0206,West,Apparel,Denim Jacket,3,353.46,1060.38,538.97,521.41,"Amazing experience, customer service was fantastic."
ORD01259,2025-04-08,CUST0082,South,Sports,Cycling Helmet,1,477.18,477.18,222.4,254.78,"Delivery was on time, product is fine."
ORD00675,2025-04-09,CUST0311,North,Home & Kitchen,Blender,4,33.56,134.24,79.88,54.36,"Great quality and fast delivery, highly recommend."
ORD00357,2025-04-09,CUST0111,North,Beauty,Hair Dryer,1,115.06,115.06,61.12,53.94,"Excellent value for money, will buy again."
ORD00300,2025-04-11,CUST0173,West,Beauty,Hair Dryer,2,203.42,406.84,296.68,110.16,"Excellent value for money, will buy again."
ORD00957,2025-04-12,CUST0051,West,Sports,Running Shoes,4,320.4,1281.6,617.4,664.2,Decent quality for the price point.
ORD00926,2025-04-12,CUST0257,Central,Beauty,Face Serum,3,269.64,808.92,513.24,295.68,"Superb build quality, exceeded my expectations."
ORD00372,2025-04-12,CUST0072,East,Sports,Cycling Helmet,5,213.22,1066.1,720.85,345.25,"Terrible experience, delivery was late and item was damaged."
ORD01007,2025-04-13,CUST0294,North,Sports,Dumbbell Set,3,381.57,1144.71,787.66,357.05,"Delivery was on time, product is fine."
ORD00800,2025-04-14,CUST0026,Central,Beauty,Perfume,1,124.26,124.26,88.14,36.12,"Superb build quality, exceeded my expectations."
ORD00811,2025-04-15,CUST0245,South,Sports,Cycling Helmet,2,150.75,301.5,181.93,119.57,"Not worth the money, quite unhappy with this purchase."
ORD00334,2025-04-16,CUST0241,Central,Beauty,Perfume,3,213.09,639.27,432.24,207.03,"Great quality and fast delivery, highly recommend."
ORD00920,2025-04-16,CUST0347,South,Beauty,Hair Dryer,5,305.58,1527.9,836.79,691.11,"Terrible experience, delivery was late and item was damaged."
ORD00600,2025-04-16,CUST0294,North,Electronics,Smartwatch,5,242.64,1213.2,668.35,544.85,"Poor quality, would not recommend this to anyone."
ORD00994,2025-04-17,CUST0266,North,Apparel,Sneakers,4,490.68,1962.72,1428.79,533.93,"Not worth the money, quite unhappy with this purchase."
ORD00718,2025-04-17,CUST0069,East,Sports,Yoga Mat,1,74.91,74.91,46.0,28.91,"Great quality and fast delivery, highly recommend."
ORD01404,2025-04-17,CUST0248,Central,Apparel,Hoodie,4,164.09,656.36,458.58,197.78,Decent quality for the price point.
ORD00064,2025-04-17,CUST0115,South,Home & Kitchen,Cookware Set,4,275.93,1103.72,580.05,523.67,"Excellent value for money, will buy again."
ORD01098,2025-04-18,CUST0051,South,Home & Kitchen,Cookware Set,4,159.73,638.92,386.73,252.19,"Amazing experience, customer service was fantastic."
ORD01362,2025-04-18,CUST0218,West,Beauty,Lipstick,2,395.19,790.38,384.49,405.89,"Very satisfied with the purchase, five stars."
ORD00507,2025-04-18,CUST0029,Central,Sports,Running Shoes,3,74.77,224.31,130.54,93.77,"The product is okay, does what it says."
ORD00107,2025-04-18,CUST0176,West,Home & Kitchen,Air Fryer,2,49.71,99.42,51.31,48.11,"The product is okay, does what it says."
ORD00353,2025-04-19,CUST0025,West,Apparel,Denim Jacket,1,17.54,17.54,10.96,6.58,"Amazing experience, customer service was fantastic."
ORD00016,2025-04-20,CUST0177,Central,Home & Kitchen,Cookware Set,4,479.69,1918.76,1351.08,567.68,"Amazing experience, customer service was fantastic."
ORD00155,2025-04-20,CUST0328,East,Beauty,Lipstick,4,22.56,90.24,49.85,40.39,"Great quality and fast delivery, highly recommend."
ORD00129,2025-04-21,CUST0305,South,Apparel,Sneakers,3,449.15,1347.45,846.78,500.67,"Delivery was on time, product is fine."
ORD00103,2025-04-21,CUST0259,South,Electronics,Wireless Earbuds,5,318.59,1592.95,820.21,772.74,"Amazing experience, customer service was fantastic."
ORD00215,2025-04-22,CUST0231,South,Sports,Dumbbell Set,2,455.6,911.2,623.32,287.88,"I absolutely love this product, works perfectly!"
ORD00787,2025-04-22,CUST0144,North,Beauty,Lipstick,4,194.35,777.4,565.69,211.71,"Excellent value for money, will buy again."
ORD01025,2025-04-22,CUST0045,West,Home & Kitchen,Air Fryer,1,137.43,137.43,86.07,51.36,"Very satisfied with the purchase, five stars."
ORD00324,2025-04-22,CUST0324,Central,Home & Kitchen,Blender,1,103.88,103.88,75.36,28.52,"Great quality and fast delivery, highly recommend."
ORD00725,2025-04-22,CUST0330,West,Electronics,Laptop Stand,5,62.07,310.35,212.13,98.22,"Very satisfied with the purchase, five stars."
ORD01000,2025-04-23,CUST0244,West,Apparel,Denim Jacket,1,490.7,490.7,311.16,179.54,Decent quality for the price point.
ORD00554,2025-04-23,CUST0014,Central,Electronics,Smartwatch,3,132.49,397.47,187.61,209.86,Decent quality for the price point.
ORD00752,2025-04-23,CUST0137,North,Apparel,Denim Jacket,3,482.57,1447.71,963.25,484.46,"Poor quality, would not recommend this to anyone."
ORD00986,2025-04-23,CUST0266,South,Beauty,Hair Dryer,1,357.25,357.25,173.03,184.22,"Excellent value for money, will buy again."
ORD00246,2025-04-24,CUST0369,North,Beauty,Lipstick,4,295.58,1182.32,885.12,297.2,Bad customer support and low quality product.
ORD00384,2025-04-25,CUST0092,Central,Home & Kitchen,Cookware Set,4,201.47,805.88,401.01,404.87,"Excellent value for money, will buy again."
ORD01074,2025-04-26,CUST0184,Central,Home & Kitchen,Vacuum Cleaner,2,472.35,944.7,436.98,507.72,"Superb build quality, exceeded my expectations."
ORD00136,2025-04-26,CUST0105,North,Home & Kitchen,Vacuum Cleaner,2,365.38,730.76,435.53,295.23,"Poor quality, would not recommend this to anyone."
ORD00212,2025-04-26,CUST0137,West,Home & Kitchen,Cookware Set,5,100.39,501.95,280.42,221.53,"Superb build quality, exceeded my expectations."
ORD01434,2025-04-26,CUST0205,South,Home & Kitchen,Air Fryer,1,47.22,47.22,31.1,16.12,"Amazing experience, customer service was fantastic."
ORD00602,2025-04-26,CUST0018,North,Electronics,Bluetooth Speaker,4,127.51,510.04,259.35,250.69,"Amazing experience, customer service was fantastic."
ORD00206,2025-04-27,CUST0293,South,Home & Kitchen,Blender,5,10.92,54.6,27.49,27.11,"Very satisfied with the purchase, five stars."
ORD01303,2025-04-27,CUST0010,South,Apparel,Denim Jacket,5,261.11,1305.55,866.41,439.14,"Great quality and fast delivery, highly recommend."
ORD01437,2025-04-27,CUST0260,South,Beauty,Hair Dryer,2,440.68,881.36,616.97,264.39,"Terrible experience, delivery was late and item was damaged."
ORD00646,2025-04-28,CUST0003,Central,Apparel,Hoodie,2,68.32,136.64,64.31,72.33,"I absolutely love this product, works perfectly!"
ORD00555,2025-04-29,CUST0245,Central,Sports,Yoga Mat,3,448.58,1345.74,950.06,395.68,"Delivery was on time, product is fine."
ORD00105,2025-04-29,CUST0068,Central,Electronics,Wireless Earbuds,3,439.96,1319.88,699.11,620.77,"I absolutely love this product, works perfectly!"
ORD00633,2025-04-29,CUST0354,West,Sports,Yoga Mat,3,136.77,410.31,227.38,182.93,"The product is okay, does what it says."
ORD01164,2025-04-29,CUST0094,Central,Beauty,Face Serum,5,395.28,1976.4,1412.17,564.23,"Very disappointed, the product broke in a week."
ORD01089,2025-04-30,CUST0013,East,Beauty,Hair Dryer,2,292.71,585.42,311.66,273.76,"Poor quality, would not recommend this to anyone."
ORD00341,2025-05-01,CUST0283,Central,Electronics,Wireless Earbuds,5,481.14,2405.7,1598.16,807.54,"Terrible experience, delivery was late and item was damaged."
ORD01107,2025-05-02,CUST0070,West,Apparel,Hoodie,2,102.3,204.6,113.61,90.99,Bad customer support and low quality product.
ORD01348,2025-05-02,CUST0252,West,Sports,Yoga Mat,5,287.57,1437.85,711.47,726.38,"Very satisfied with the purchase, five stars."
ORD01430,2025-05-02,CUST0281,West,Beauty,Face Serum,2,380.48,760.96,364.83,396.13,"Great quality and fast delivery, highly recommend."
ORD00845,2025-05-05,CUST0365,West,Sports,Dumbbell Set,3,419.7,1259.1,666.68,592.42,"Superb build quality, exceeded my expectations."
ORD01175,2025-05-05,CUST0262,South,Apparel,Hoodie,5,214.01,1070.05,748.92,321.13,Bad customer support and low quality product.
ORD00771,2025-05-05,CUST0334,East,Sports,Running Shoes,5,274.2,1371.0,1015.42,355.58,"Excellent value for money, will buy again."
ORD01001,2025-05-06,CUST0176,East,Apparel,Hoodie,3,16.84,50.52,32.69,17.83,"I absolutely love this product, works perfectly!"
ORD01280,2025-05-06,CUST0249,West,Home & Kitchen,Cookware Set,1,350.39,350.39,238.56,111.83,"Very satisfied with the purchase, five stars."
ORD00583,2025-05-07,CUST0026,Central,Home & Kitchen,Blender,2,177.64,355.28,262.36,92.92,"Superb build quality, exceeded my expectations."
ORD00263,2025-05-07,CUST0099,Central,Home & Kitchen,Blender,1,160.09,160.09,109.93,50.16,"Great quality and fast delivery, highly recommend."
ORD01172,2025-05-08,CUST0094,North,Sports,Yoga Mat,1,373.39,373.39,211.31,162.08,"Very satisfied with the purchase, five stars."
ORD01347,2025-05-08,CUST0266,South,Electronics,Bluetooth Speaker,4,104.8,419.2,300.82,118.38,"Great quality and fast delivery, highly recommend."
ORD01248,2025-05-08,CUST0173,South,Home & Kitchen,Air Fryer,5,277.35,1386.75,918.08,468.67,"The product is okay, does what it says."
ORD00510,2025-05-09,CUST0185,South,Electronics,Bluetooth Speaker,3,479.39,1438.17,880.64,557.53,Decent quality for the price point.
ORD00798,2025-05-09,CUST0065,South,Beauty,Hair Dryer,1,406.1,406.1,230.02,176.08,"The product is okay, does what it says."
ORD01215,2025-05-09,CUST0282,South,Home & Kitchen,Cookware Set,4,166.05,664.2,443.0,221.2,"Very disappointed, the product broke in a week."
ORD01121,2025-05-11,CUST0397,South,Electronics,Wireless Earbuds,3,21.49,64.47,35.38,29.09,"Excellent value for money, will buy again."
ORD00087,2025-05-11,CUST0149,East,Apparel,T-Shirt,3,184.28,552.84,368.03,184.81,"Excellent value for money, will buy again."
ORD00773,2025-05-11,CUST0273,West,Sports,Dumbbell Set,4,184.74,738.96,390.48,348.48,"Poor quality, would not recommend this to anyone."
ORD00678,2025-05-11,CUST0178,South,Electronics,Smartwatch,3,234.32,702.96,370.94,332.02,"Very disappointed, the product broke in a week."
ORD00877,2025-05-11,CUST0257,North,Electronics,Wireless Earbuds,2,489.35,978.7,486.96,491.74,"Superb build quality, exceeded my expectations."
ORD00428,2025-05-11,CUST0028,North,Home & Kitchen,Vacuum Cleaner,5,443.58,2217.9,1489.81,728.09,"Excellent value for money, will buy again."
ORD01269,2025-05-12,CUST0015,North,Home & Kitchen,Air Fryer,5,488.05,2440.25,1733.79,706.46,Bad customer support and low quality product.
ORD00995,2025-05-13,CUST0112,North,Sports,Dumbbell Set,2,489.54,979.08,654.01,325.07,Bad customer support and low quality product.
ORD00320,2025-05-13,CUST0101,Central,Apparel,Hoodie,2,404.33,808.66,375.07,433.59,"Poor quality, would not recommend this to anyone."
ORD00677,2025-05-13,CUST0218,East,Electronics,Bluetooth Speaker,4,229.51,918.04,524.79,393.25,"Poor quality, would not recommend this to anyone."
ORD00389,2025-05-14,CUST0207,West,Apparel,Sneakers,4,389.09,1556.36,1049.53,506.83,"I absolutely love this product, works perfectly!"
ORD00572,2025-05-14,CUST0282,Central,Sports,Running Shoes,4,97.76,391.04,221.98,169.06,Bad customer support and low quality product.
ORD01349,2025-05-14,CUST0065,East,Sports,Running Shoes,3,213.7,641.1,428.57,212.53,Decent quality for the price point.
ORD01205,2025-05-14,CUST0215,South,Sports,Yoga Mat,4,192.4,769.6,512.71,256.89,"The product is okay, does what it says."
ORD00198,2025-05-14,CUST0113,West,Home & Kitchen,Blender,1,136.63,136.63,83.78,52.85,"It's an average product, nothing special."
ORD00551,2025-05-15,CUST0024,Central,Electronics,Laptop Stand,2,209.81,419.62,300.41,119.21,"Very satisfied with the purchase, five stars."
ORD00368,2025-05-15,CUST0261,East,Electronics,Smartwatch,1,178.94,178.94,105.32,73.62,"Very satisfied with the purchase, five stars."
ORD00013,2025-05-15,CUST0217,East,Beauty,Perfume,5,148.2,741.0,372.89,368.11,Decent quality for the price point.
ORD00342,2025-05-15,CUST0148,East,Apparel,T-Shirt,4,316.26,1265.04,689.4,575.64,"Very disappointed, the product broke in a week."
ORD00043,2025-05-16,CUST0073,South,Beauty,Hair Dryer,1,245.76,245.76,161.3,84.46,"Excellent value for money, will buy again."
ORD01415,2025-05-17,CUST0221,North,Electronics,Bluetooth Speaker,4,64.37,257.48,142.42,115.06,"Delivery was on time, product is fine."
ORD01133,2025-05-17,CUST0248,East,Home & Kitchen,Vacuum Cleaner,2,251.83,503.66,359.71,143.95,"Amazing experience, customer service was fantastic."
ORD00026,2025-05-18,CUST0147,Central,Sports,Running Shoes,1,266.32,266.32,170.13,96.19,"Delivery was on time, product is fine."
ORD01302,2025-05-18,CUST0252,South,Electronics,Bluetooth Speaker,4,98.6,394.4,241.48,152.92,"Superb build quality, exceeded my expectations."
ORD00077,2025-05-19,CUST0229,Central,Electronics,Bluetooth Speaker,3,329.85,989.55,516.01,473.54,"Very satisfied with the purchase, five stars."
ORD01471,2025-05-19,CUST0239,East,Electronics,Wireless Earbuds,2,267.67,535.34,368.03,167.31,"I absolutely love this product, works perfectly!"
ORD00742,2025-05-20,CUST0237,West,Apparel,Denim Jacket,4,181.85,727.4,495.98,231.42,"Poor quality, would not recommend this to anyone."
ORD01065,2025-05-20,CUST0334,South,Sports,Yoga Mat,2,114.55,229.1,129.56,99.54,"It's an average product, nothing special."
ORD01169,2025-05-20,CUST0394,South,Beauty,Lipstick,5,455.64,2278.2,1380.59,897.61,"It's an average product, nothing special."
ORD01162,2025-05-21,CUST0164,East,Beauty,Hair Dryer,4,239.84,959.36,527.88,431.48,"Very satisfied with the purchase, five stars."
ORD01148,2025-05-21,CUST0025,North,Beauty,Lipstick,3,315.58,946.74,584.72,362.02,"Superb build quality, exceeded my expectations."
ORD01057,2025-05-21,CUST0300,Central,Apparel,T-Shirt,1,139.26,139.26,63.17,76.09,"I absolutely love this product, works perfectly!"
ORD00732,2025-05-22,CUST0101,East,Sports,Running Shoes,5,274.43,1372.15,649.36,722.79,"Amazing experience, customer service was fantastic."
ORD01364,2025-05-22,CUST0114,East,Sports,Running Shoes,5,472.09,2360.45,1189.41,1171.04,"The product is okay, does what it says."
ORD00438,2025-05-22,CUST0237,Central,Beauty,Lipstick,5,68.17,340.85,253.65,87.2,"I absolutely love this product, works perfectly!"
ORD01428,2025-05-22,CUST0270,East,Home & Kitchen,Air Fryer,1,376.59,376.59,281.57,95.02,"Great quality and fast delivery, highly recommend."
ORD00419,2025-05-22,CUST0276,South,Apparel,T-Shirt,5,123.71,618.55,327.59,290.96,"The product is okay, does what it says."
ORD01352,2025-05-22,CUST0164,South,Apparel,Denim Jacket,5,192.42,962.1,464.16,497.94,"Amazing experience, customer service was fantastic."
ORD00435,2025-05-23,CUST0116,North,Sports,Yoga Mat,5,270.41,1352.05,725.22,626.83,"Great quality and fast delivery, highly recommend."
ORD01157,2025-05-23,CUST0082,Central,Beauty,Hair Dryer,4,277.27,1109.08,815.2,293.88,"Very satisfied with the purchase, five stars."
ORD00048,2025-05-23,CUST0233,West,Apparel,Sneakers,2,52.59,105.18,64.28,40.9,Decent quality for the price point.
ORD00835,2025-05-25,CUST0334,West,Sports,Cycling Helmet,5,153.48,767.4,431.69,335.71,"Very satisfied with the purchase, five stars."
ORD00420,2025-05-25,CUST0219,North,Apparel,Hoodie,3,126.69,380.07,274.61,105.46,"I absolutely love this product, works perfectly!"
ORD01020,2025-05-25,CUST0045,Central,Apparel,Sneakers,2,184.62,369.24,258.38,110.86,Bad customer support and low quality product.
ORD00057,2025-05-25,CUST0035,North,Apparel,Hoodie,4,422.5,1690.0,831.36,858.64,"It's an average product, nothing special."
ORD00208,2025-05-26,CUST0254,West,Sports,Cycling Helmet,2,303.69,607.38,383.04,224.34,"Excellent value for money, will buy again."
ORD01167,2025-05-26,CUST0062,South,Home & Kitchen,Blender,3,80.81,242.43,118.83,123.6,"Not worth the money, quite unhappy with this purchase."
ORD00264,2025-05-27,CUST0172,East,Home & Kitchen,Vacuum Cleaner,3,295.28,885.84,497.27,388.57,Decent quality for the price point.
ORD00472,2025-05-27,CUST0386,Central,Apparel,Sneakers,4,60.39,241.56,117.83,123.73,"Terrible experience, delivery was late and item was damaged."
ORD00546,2025-05-27,CUST0090,East,Beauty,Lipstick,5,344.5,1722.5,896.88,825.62,"Terrible experience, delivery was late and item was damaged."
ORD00350,2025-05-28,CUST0148,West,Home & Kitchen,Air Fryer,3,315.59,946.77,610.24,336.53,"Great quality and fast delivery, highly recommend."
ORD00981,2025-05-28,CUST0394,East,Sports,Cycling Helmet,1,252.47,252.47,169.83,82.64,"It's an average product, nothing special."
ORD00577,2025-05-29,CUST0320,East,Sports,Yoga Mat,3,402.46,1207.38,608.58,598.8,"Superb build quality, exceeded my expectations."
ORD00500,2025-05-29,CUST0391,South,Apparel,T-Shirt,5,64.49,322.45,229.08,93.37,"Amazing experience, customer service was fantastic."
ORD01204,2025-05-30,CUST0231,Central,Beauty,Perfume,5,95.55,477.75,255.99,221.76,"Excellent value for money, will buy again."
ORD00011,2025-05-30,CUST0285,South,Home & Kitchen,Vacuum Cleaner,4,59.38,237.52,108.18,129.34,"Excellent value for money, will buy again."
ORD01308,2025-05-31,CUST0318,North,Electronics,Bluetooth Speaker,5,418.06,2090.3,1145.27,945.03,Decent quality for the price point.
ORD01356,2025-05-31,CUST0023,South,Home & Kitchen,Vacuum Cleaner,1,476.87,476.87,328.26,148.61,"Very satisfied with the purchase, five stars."
ORD01496,2025-05-31,CUST0081,West,Beauty,Perfume,5,467.57,2337.85,1679.01,658.84,"The product is okay, does what it says."
ORD01060,2025-06-01,CUST0033,Central,Home & Kitchen,Blender,5,136.67,683.35,492.15,191.2,Bad customer support and low quality product.
ORD01287,2025-06-01,CUST0112,South,Sports,Yoga Mat,4,174.54,698.16,314.84,383.32,Bad customer support and low quality product.
ORD00211,2025-06-01,CUST0313,West,Home & Kitchen,Cookware Set,5,95.01,475.05,304.63,170.42,"Excellent value for money, will buy again."
ORD00004,2025-06-02,CUST0346,West,Apparel,Sneakers,5,49.63,248.15,143.55,104.6,"The product is okay, does what it says."
ORD01207,2025-06-02,CUST0284,West,Apparel,Sneakers,4,59.12,236.48,157.34,79.14,Decent quality for the price point.
ORD00639,2025-06-03,CUST0109,West,Electronics,Wireless Earbuds,2,137.82,275.64,124.79,150.85,Decent quality for the price point.
ORD00701,2025-06-04,CUST0107,Central,Sports,Yoga Mat,1,249.07,249.07,127.34,121.73,Decent quality for the price point.
ORD00726,2025-06-06,CUST0016,North,Home & Kitchen,Blender,4,156.26,625.04,407.34,217.7,"I absolutely love this product, works perfectly!"
ORD00199,2025-06-06,CUST0203,Central,Sports,Cycling Helmet,3,141.97,425.91,260.6,165.31,"It's an average product, nothing special."
ORD01076,2025-06-06,CUST0170,South,Beauty,Hair Dryer,1,329.78,329.78,154.47,175.31,"Superb build quality, exceeded my expectations."
ORD00072,2025-06-07,CUST0177,North,Sports,Yoga Mat,4,272.18,1088.72,550.17,538.55,"Superb build quality, exceeded my expectations."
ORD00473,2025-06-08,CUST0012,East,Beauty,Hair Dryer,2,445.89,891.78,653.83,237.95,"It's an average product, nothing special."
ORD00038,2025-06-08,CUST0308,East,Home & Kitchen,Cookware Set,1,393.99,393.99,224.17,169.82,"Delivery was on time, product is fine."
ORD00803,2025-06-08,CUST0022,West,Home & Kitchen,Air Fryer,1,401.26,401.26,212.73,188.53,"Amazing experience, customer service was fantastic."
